ID,NR,TraceSampleCode,Region,RegionNo,d13C,LabNo
2.1700000000000000e+02,2.3000000000000000e+01,"1BItTre08110023","TRE",2.1000000000000000e+01,-2.0430000000000000e+01,
2.1800000000000000e+02,2.4000000000000000e+01,"1BItTre08110024","TRE",2.1000000000000000e+01,-2.4500000000000000e+01,
2.1900000000000000e+02,2.5000000000000000e+01,"1BItTre08110025","TRE",2.1000000000000000e+01,-2.1400000000000002e+01,
2.2000000000000000e+02,2.6000000000000000e+01,"1BItTre08110026","TRE",2.1000000000000000e+01,-1.9760000000000002e+01,
2.2100000000000000e+02,2.7000000000000000e+01,"1BItTre08110027","TRE",2.1000000000000000e+01,-2.1680000000000000e+01,
2.2200000000000000e+02,2.8000000000000000e+01,"1BItTre08110028","TRE",2.1000000000000000e+01,-2.1430000000000000e+01,
2.2300000000000000e+02,2.9000000000000000e+01,"1BItTre08110029","TRE",2.1000000000000000e+01,-1.9390000000000001e+01,
2.2400000000000000e+02,3.0000000000000000e+01,"1BItTre08110030","TRE",2.1000000000000000e+01,-2.3490000000000002e+01,
2.2500000000000000e+02,3.1000000000000000e+01,"1BItTre08110031","TRE",2.1000000000000000e+01,-2.1400000000000002e+01,
2.2600000000000000e+02,3.2000000000000000e+01,"1BItTre08120032","TRE",2.1000000000000000e+01,-2.2969999999999999e+01,
2.2700000000000000e+02,3.3000000000000000e+01,"1BItTre08120033","TRE",2.1000000000000000e+01,-2.4219999999999999e+01,
